db_id,english,hinglish_light,hinglish_natural,hinglish_hindi_heavy,sql
student_1,What are the first names of students studying in room 107?,What are the first names of students studying in room 107?,Room 107 mein kya students ka first name hai?,Kya room 107 mein students ka first name hai?,SELECT DISTINCT firstname FROM list WHERE classroom  =  107
climbing,What are the names of climbers and the corresponding names of mountains that they climb?,What are the names of climbers aur mountain names jo unhi ne scale kiye?,"Climbers ki names aur unhein scale kiya gaya mountain names, ye kya hain?",Kya climbers ki names aur unhein scale kiya gaya mountain names mein pata chal rahe hain?,"SELECT T1.Name ,  T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID"
movie_1,What is the average rating stars and title for the oldest movie?,What is the average rating stars aur title for the oldest movie?,Oldest movie ka average rating stars aur title kya hai?,Kya hai oldest movie ka average rating stars aur title?,"SELECT avg(T1.stars) ,  T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID WHERE T2.year  =  (SELECT min(YEAR) FROM Movie)"
cre_Theme_park,What are the details and star ratings of the three hotels with the lowest price ranges?,What are the details aur start ratings of the three hotelen with the lowest price rangen?,Kya usmein details aur star ratings hain of three hotel with the lowest price range?,Kyun naa pata details aur star ratings of the three hotel with the lowest price rangen?,"SELECT other_hotel_details ,  star_rating_code FROM HOTELS ORDER BY price_range ASC LIMIT 3"
news_report,Show the most common nationality for journalists.,Show the most common nationality for journalists,Journalists ka sabse common nationality de,"Journalists ka nationality de, jo common hain",SELECT Nationality FROM journalist GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1
college_2,"Give all information regarding instructors, in order of salary from least to greatest.",Give all information regarding instructors,"सिर्फ शिक्षकों के बारे में सभी जानकारी दीजिये, वेतन की क्रम से उच्च से निम्न तक","give sab information regarding shikshakon ka baras, vetan ki kram se uchch se nimesh tak",SELECT * FROM instructor ORDER BY salary
e_learning,"Return the addresses of the course authors or tutors whose personal name is ""Cathrine"".",Return the addresses of the course authors or tutors jo apni nam 'Cathrine' hai,Course authors ya tutors ke addresses return karo jo apni nam 'Cathrine' hai,Return the addresses of the course authors ya tutors jo apni nam 'Cathrine' hai,"SELECT address_line_1 FROM Course_Authors_and_Tutors WHERE personal_name	 =  ""Cathrine"
bike_1,What are the names of the stations that are located in Palo Alto but have never been the ending point of the trips,"What are the names of the stations ki location hai Palo Alto par, lekin unke bad koi trip nahi kiya gaya?","Kyunki location hai Palo Alto mein, lekin unke bad koi trip nahi kiya gaya hain unki names kya hain?","Kyunki location hai Palo Alto mein, lekin unke baad koi trip nahi kiya gaya hain, unki names kya hain?","SELECT name FROM station WHERE city  =  ""Palo Alto"" EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING count(*)  >  100"
race_track,How many tracks do we have?,How many tracks hai humare mein?,Humare kitne tracks hain?,Humare mein khaashe tracks hai?,SELECT count(*) FROM track
cre_Theme_park,"What are the name, id and the corresponding number of visits for each  tourist attraction?","What are the name, id aur corresponding number of visits ke liye har tourist attraction ka name, id aur uske corresponding number of visits?","Kya har tourist attraction ka name, id aur uske corresponding number of visits kya hain?","Kya har tourist attraction ka name, id aur uski corresponding number of visits ki jaanab kya hain?","SELECT T1.Name ,  T2.Tourist_Attraction_ID ,   COUNT(*) FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID GROUP BY T2.Tourist_Attraction_ID"
coffee_shop,Which address do not have any member with the black membership card?,Which address nahi hai jo kisi bhi member ko black membership card nahi chala raha hai,Jo address mein koi bhi member nahi hai jo black membership card chala raha hai,Which address nahi hai jo kisi bhi member ko black membership card nahi deta hai,SELECT address FROM member EXCEPT SELECT address FROM member WHERE Membership_card  =  'Black
customers_card_transactions,What are the different types of transactions?,What are transakshun ka different types?,Kya hai transakshun ke different types?,Kya hai transakshun ka different types?,SELECT DISTINCT transaction_type FROM Financial_Transactions
local_govt_in_alabama,Which events id does not have any participant with detail 'Kenyatta Kuhn'?,Which events id nahi koee participant detail 'Kenyatta Kuhn' mai hai?,Jo events id mein koi participant detail 'Kenyatta Kuhn' nahi hai?,Jo events id mein koi bhi participant detail 'Kenyatta Kuhn' nahi hai?,SELECT event_id FROM EVENTS EXCEPT SELECT T1.event_id FROM Participants_in_Events AS T1 JOIN Participants AS T2 ON T1.Participant_ID  =  T2.Participant_ID WHERE Participant_Details  =  'Kenyatta Kuhn
csu_1,Find all the campuses opened in 1958.,Find all the campuses open hua 1958 mein,1958 mein lenge sabhi open campus,1958 mein open huye sabhi campus find karein,SELECT campus FROM campuses WHERE YEAR  =  1958
music_2,How many songs use drums as an instrument?,How many songs use dhaanv as an instrument?,Kya songs mein dhaanv instrument ka saamnay aate hain?,Kyun songs mei dhaanv ka use karte hain instrument ke liye?,"SELECT count(*) FROM instruments WHERE instrument  =  ""drums"
body_builder,What is the average snatch score of body builders?,What is the average snatch score of body builders?,Body builders ka average snatch score kya hai?,Kya body builders ki average snatch score hai?,SELECT avg(Snatch) FROM body_builder
bike_1,What are the ids of all trips that had a duration as long as the average trip duration in the zip code 94103?,What are the ids of all trips ki duration average trip ke equal thi zip code 94103 mein?,Kya sabse chhele ki duratun average trip ka barabar thi unki ids kya hain zip code 94103 mein?,Kyi ids kya hain sab trips ki jo zip code 94103 mein average trip ka samay chhele ki duratun thi?,SELECT id FROM trip WHERE duration  >=  (SELECT avg(duration) FROM trip WHERE zip_code  =  94103)
college_1,Find the number of classes offered for all class rooms that held at least 2 classes.,Find the number of classes offered for all class rooms jo 2 aur accha hain,Abhi bhi kisi bhi class room mein kitne classes dikh rahe hain jinmein 2 classes ho rahi hain,Find daala abhi bhi 2 classes ke liye kisi bhi class room mein kitne classes offered hain,"SELECT count(*) ,  class_room FROM CLASS GROUP BY class_room HAVING count(*)  >=  2"
match_season,What is the position that is most common among players in match seasons?,What is the pooshan jo playeron mein zyada jayega kabhi-kabi?,Kya match season mein playeron ka kisi pooshan ki jagah jayegi?,Kya match season mein playeron ke liye kisi pooshan ki jagah kya hoti hai?,SELECT POSITION FROM match_season GROUP BY POSITION ORDER BY count(*) DESC LIMIT 1
store_1,"What are the top 10 customers' first and last names with the highest gross sales, and also what are the sales?","What are the top 10 customers' first and last names with the highest gross sales, and also what are the sales?","Top 10 customers ke first aur last name kya hain jinhe maximum sales mil chuke hain, aur sales kya hain?",kya top 10 customers ke first or last name hain jo maximum sales kar chuke hain or sales kya hain?,"SELECT T1.first_name ,  T1.last_name ,  SUM(T2.total) FROM customers AS T1 JOIN invoices AS T2 ON T2.customer_id  =  T1.id GROUP BY T1.id ORDER BY SUM(T2.total) DESC LIMIT 10;"
driving_school,"For each payment method, how many payments were made?","For each payment method, kitne peymen banaaye?",Kisi payment method ke liye kitne peymen ki baat?,"For each payment method, kitne peymen ki transakshun thhe?","SELECT payment_method_code ,  count(*) FROM Customer_Payments GROUP BY payment_method_code;"
flight_2,Count the number of flights departing from 'APG'.,Count the number of flights departing from 'APG'.,APG se peeche kya flight count karo?,Count the number of flights departing from 'APG'.,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"
flight_4,Return the number of routes with destination airport in Italy operated by the airline with name 'American Airlines'.,Return the number of routes with destination airport in Italy operated by the airline with name 'American Airlines'.,Return the number of routes with destination airport in Italy jo airline 'American Airlines' ne operate ho.,Return the number of routes with destination airport in Italy jo airline 'American Airlines' ne operate ho.,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid JOIN airlines AS T3 ON T1.alid  =  T3.alid WHERE T2.country  =  'Italy' AND T3.name  =  'American Airlines
student_1,How many teachers does the student named MADLOCK RAY have?,How many teachers has the student MADLOCK RAY ki yaad mein?,"MADLOCK RAY ka student hain, wo kitne teachers ka hath mein hai?","MADLOCK RAY kiya student hai, wo kitne teachers se kaam karte hain?","SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""MADLOCK"" AND T1.lastname  =  ""RAY"
e_learning,"Return the description for the courses named ""database"".",Return the kuch bhi describe karo jo 'database' naam ka course hai,Database ke course ki description dalo,Return karo deshription database ke course ke liye,"SELECT course_description FROM COURSES WHERE course_name  =  ""database"
activity_1,How many faculty members do we have for each faculty rank?,How many faculty members hai hum har faculty level par?,Hum kitni faculty members hai har faculty level ke liye?,Hum kitne faculty members hai har faculty level ke correspondent mein?,"SELECT rank ,  count(*) FROM Faculty GROUP BY rank"
flight_4,What are the countries with the most airlines whose active status is Y?,What are the countries with the most airlines jaise active status Y hai?,Kya hai vah desh jisme active status Y ki saari airlines hain?,Kyun koi country hai jisme active status Y ki airlines jaldi nahi banta?,SELECT country FROM airlines WHERE active  =  'Y' GROUP BY country ORDER BY count(*) DESC LIMIT 1
station_weather,Find the name of the train whose route runs through greatest number of stations.,Find the name of the train jisse roothin sabse zyada sthanon pass karte hai,Train ka naam jo roothin sabse zyada sthanon par jaaye,Find the name of the train jisse roothin zyada sthanon pass karein | ट्रेन का नाम जिसे रूथिंग सबसे बहुत स्थानों पर पास करने वाल,SELECT t1.name FROM train AS t1 JOIN route AS t2 ON t1.id  =  t2.train_id GROUP BY t2.train_id ORDER BY count(*) DESC LIMIT 1
cre_Doc_Template_Mgt,Return the type code of the template type that the most templates belong to.,Return the type code of the template type jo sabse zyada templates ka part hai.,Template type ki type code return karo jo mazboot templates mein bhi janta hai.,Template type ki type code return karo jo sabse zyada templates ka part hai.,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1
